sentence_text,title,article_link,paragraph_text,PMID,DateCompleted,ChemicalList,AbstractText,PubDate,cleaned_sentence_text,sentence_html
"Given the higher prevalence of fibromyalgia and irritable bowel syndrome in women with chronic pelvic pain , gynecologists should have more education in diagnosis and treatment of these and other chronic overlapping pain conditions to improve care for women .",Fibromyalgia and Irritable Bowel Syndrome in Female Pelvic Pain.,https://pubmed.ncbi.nlm.nih.gov/30566979/,"Fibromyalgia and irritable bowel syndrome are common disorders which often coexist in women with chronic pelvic pain. Like pelvic pain, these disorders describe symptoms without pathologic findings. Women with chronic pelvic pain have a higher prevalence of fibromyalgia (4-31%) and irritable bowel syndrome (8-41%) than the general population. Aberrant pain processing and psychosocial stressors are implicated in the co-occurrence of these pain syndromes (chronic overlapping pain conditions), but active epidemiologic, psychosocial, and neurobiologic research is ongoing. Given the higher prevalence of fibromyalgia and irritable bowel syndrome in women with chronic pelvic pain, gynecologists should have more education in diagnosis and treatment of these and other chronic overlapping pain conditions to improve care for women.",30566979,2019-02-14,,"Fibromyalgia and irritable bowel syndrome are common disorders which often coexist in women with chronic pelvic pain. Like pelvic pain, these disorders describe symptoms without pathologic findings. Women with chronic pelvic pain have a higher prevalence of fibromyalgia (4-31%) and irritable bowel syndrome (8-41%) than the general population. Aberrant pain processing and psychosocial stressors are implicated in the co-occurrence of these pain syndromes (chronic overlapping pain conditions), but active epidemiologic, psychosocial, and neurobiologic research is ongoing. Given the higher prevalence of fibromyalgia and irritable bowel syndrome in women with chronic pelvic pain, gynecologists should have more education in diagnosis and treatment of these and other chronic overlapping pain conditions to improve care for women.","{'Year': '2018', 'Month': 'Mar'}","given the higher prevalence of fibromyalgia and irritable bowel syndrome in women with chronic pelvic pain , gynecologists should have more education in diagnosis and treatment of these and other chronic overlapping pain conditions to improve care for women .","<div class=""entities"" style=""line-height: 2.5; direction: ltr"">given the higher prevalence of fibromyalgia and irritable 
<mark class=""entity"" style=""background: $((ORGAN)); padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    bowel
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; text-transform: uppercase; vertical-align: middle; margin-left: 0.5rem"">ORGAN</span>
</mark>
 syndrome in 
<mark class=""entity"" style=""background: $((ORGANISM)); padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    women
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; text-transform: uppercase; vertical-align: middle; margin-left: 0.5rem"">ORGANISM</span>
</mark>
 with chronic 
<mark class=""entity"" style=""background: $((ORGAN)); padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    pelvic
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; text-transform: uppercase; vertical-align: middle; margin-left: 0.5rem"">ORGAN</span>
</mark>
 pain , gynecologists should have more education in diagnosis and treatment of these and other chronic overlapping pain conditions to improve care for 
<mark class=""entity"" style=""background: $((ORGANISM)); padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    women
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; text-transform: uppercase; vertical-align: middle; margin-left: 0.5rem"">ORGANISM</span>
</mark>
 .</div>"
Objective No single drug is broadly efficacious in the long-term treatment of fibromyalgia syndrome ( FMS ) .,"Long-term efficacy of spironolactone on pain, mood, and quality of life in women with fibromyalgia: An observational case series.",https://pubmed.ncbi.nlm.nih.gov/29913681/,"Objective No single drug is broadly efficacious in the long-term treatment of fibromyalgia syndrome (FMS). Spironolactone is known to ameliorate mood and tension headache or migraine in women with premenstrual syndrome or clinical signs of hyperandrogenism. In a case series of women with treatment resistant FMS spironolactone was therefore added to their medication, and they were observed for at least 12 months. Methods 31 women with treatment-resistant FMS received spironolactone as add-on medication to various pain modulating drugs. 15 women responded to spironolactone and baseline data were compared with assessments over 12-14 months on treatment with spironolactone (ALDACTONE®) in dose range 100-200 mg/day. The efficacy was evaluated by the fibromyalgia impact questionnaire (FIQ) total score and 8 FIQ subtests, a German mood inventory (BSKE-EWL), and further assessments of changes in relevant psychological and physical complaints. 16 women had no effect and stopped the treatment early. Results The subsequent data refer to the 15 responders. The FIQ total score (maximal score = 80) decreased from 56.6 ± 10.0 at baseline to 17.1 ± 11.9 (mean ± SD) 12-14 months later, and pain intensity on an 11 point numeric rating scale (NRS) decreased from 8.8 ± 1.6 to 2.6 ± 1.9 (mean ± SD). Similar changes in FIQ subscores were found for fatigue, morning tiredness, stiffness, anxiety, and depression. Emotional functioning consistently improved: positive mood from 20.0 ± 5.4 to 37.7 ± 5.4 (maximal score = 48), and negative mood from 35.4 ± 5.3 to 10.0 ± 4.4 (maximal score = 60) (each mean ± SD) as well as other mental and physical dysfunctions including non-restorative sleep. All these changes at 4-6 weeks remained on this level for 11-13 months. The drug was well-tolerated and safe, no serious adverse effects were observed. Regular monitoring of serum potassium did not reveal hyperkalemia. All 15 women were able to reduce or discontinue concomitant drugs. Conclusion Fifteen of 31 women with otherwise treatment-resistant FMS experienced a number of prolonged beneficial effects from spironolactone on their complex pain-condition. Implications and discussion We hypothesise that spironolactone affects several central and peripheral neurotransmitter systems such as γ-aminobutyric acid (GABA) activity and dopaminergic transmission. The high rate of non-responsive patients underlines that FMS may represent several subgroups. Pain relief and improvement of associated FHS-symptoms and positive effects on additional diseases or dysfunctions give reasons for marked and sustained improvement in the quality of life. Well-controlled, double-blind, and randomised trials are necessary to confirm our potentially very important observations.",29913681,,,"Objective No single drug is broadly efficacious in the long-term treatment of fibromyalgia syndrome (FMS). Spironolactone is known to ameliorate mood and tension headache or migraine in women with premenstrual syndrome or clinical signs of hyperandrogenism. In a case series of women with treatment resistant FMS spironolactone was therefore added to their medication, and they were observed for at least 12 months. Methods 31 women with treatment-resistant FMS received spironolactone as add-on medication to various pain modulating drugs. 15 women responded to spironolactone and baseline data were compared with assessments over 12-14 months on treatment with spironolactone (ALDACTONE®) in dose range 100-200 mg/day. The efficacy was evaluated by the fibromyalgia impact questionnaire (FIQ) total score and 8 FIQ subtests, a German mood inventory (BSKE-EWL), and further assessments of changes in relevant psychological and physical complaints. 16 women had no effect and stopped the treatment early. Results The subsequent data refer to the 15 responders. The FIQ total score (maximal score = 80) decreased from 56.6 ± 10.0 at baseline to 17.1 ± 11.9 (mean ± SD) 12-14 months later, and pain intensity on an 11 point numeric rating scale (NRS) decreased from 8.8 ± 1.6 to 2.6 ± 1.9 (mean ± SD). Similar changes in FIQ subscores were found for fatigue, morning tiredness, stiffness, anxiety, and depression. Emotional functioning consistently improved: positive mood from 20.0 ± 5.4 to 37.7 ± 5.4 (maximal score = 48), and negative mood from 35.4 ± 5.3 to 10.0 ± 4.4 (maximal score = 60) (each mean ± SD) as well as other mental and physical dysfunctions including non-restorative sleep. All these changes at 4-6 weeks remained on this level for 11-13 months. The drug was well-tolerated and safe, no serious adverse effects were observed. Regular monitoring of serum potassium did not reveal hyperkalemia. All 15 women were able to reduce or discontinue concomitant drugs. Conclusion Fifteen of 31 women with otherwise treatment-resistant FMS experienced a number of prolonged beneficial effects from spironolactone on their complex pain-condition. Implications and discussion We hypothesise that spironolactone affects several central and peripheral neurotransmitter systems such as γ-aminobutyric acid (GABA) activity and dopaminergic transmission. The high rate of non-responsive patients underlines that FMS may represent several subgroups. Pain relief and improvement of associated FHS-symptoms and positive effects on additional diseases or dysfunctions give reasons for marked and sustained improvement in the quality of life. Well-controlled, double-blind, and randomised trials are necessary to confirm our potentially very important observations.","{'Year': '2014', 'Month': 'Apr', 'Day': '01'}",objective no single drug is broadly efficacious in the long-term treatment of fibromyalgia syndrome ( fms ) .,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">objective no single drug is broadly efficacious in the long-term treatment of fibromyalgia syndrome ( fms ) .</div>"
"The presentation of fibromyalgia is heterogeneous , and the treatment approach should be individualized for each patient , depending on the severity of the patient 's pain , the presence of other symptoms or comorbidities , and the degree of functional impairment .",Strategies for managing fibromyalgia.,https://pubmed.ncbi.nlm.nih.gov/19962495/,"The presentation of fibromyalgia is heterogeneous, and the treatment approach should be individualized for each patient, depending on the severity of the patient's pain, the presence of other symptoms or comorbidities, and the degree of functional impairment. The management of fibromyalgia includes the identification and treatment of all pain sources that may be present in addition to fibromyalgia, such as peripheral pain generators (e.g., comorbid osteoarthritis or neuropathic pain) or visceral pain (e.g., comorbid irritable bowel syndrome). It is also important to address other symptoms or disorders that commonly occur in patients with fibromyalgia, such as fatigue, sleep disturbances, cognitive impairment, stiffness, and mood or anxiety disorders. Finally, the treatment should strive to improve the patient's function and global health status. In most cases, the management of fibromyalgia involves both pharmacologic and nonpharmacologic treatments. This report provides an in-depth review of randomized, controlled trials for pharmacologic and nonpharmacologic approaches to fibromyalgia therapy.",19962495,2010-01-27,"['Analgesics', 'Antidepressive Agents', 'Hypnotics and Sedatives']","The presentation of fibromyalgia is heterogeneous, and the treatment approach should be individualized for each patient, depending on the severity of the patient's pain, the presence of other symptoms or comorbidities, and the degree of functional impairment. The management of fibromyalgia includes the identification and treatment of all pain sources that may be present in addition to fibromyalgia, such as peripheral pain generators (e.g., comorbid osteoarthritis or neuropathic pain) or visceral pain (e.g., comorbid irritable bowel syndrome). It is also important to address other symptoms or disorders that commonly occur in patients with fibromyalgia, such as fatigue, sleep disturbances, cognitive impairment, stiffness, and mood or anxiety disorders. Finally, the treatment should strive to improve the patient's function and global health status. In most cases, the management of fibromyalgia involves both pharmacologic and nonpharmacologic treatments. This report provides an in-depth review of randomized, controlled trials for pharmacologic and nonpharmacologic approaches to fibromyalgia therapy.","{'Year': '2009', 'Month': 'Dec'}","the presentation of fibromyalgia is heterogeneous , and the treatment approach should be individualized for each patient , depending on the severity of the patient 's pain , the presence of other symptoms or comorbidities , and the degree of functional impairment .","<div class=""entities"" style=""line-height: 2.5; direction: ltr"">the presentation of fibromyalgia is heterogeneous , and the treatment approach should be individualized for each 
<mark class=""entity"" style=""background: $((ORGANISM)); padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    patient
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; text-transform: uppercase; vertical-align: middle; margin-left: 0.5rem"">ORGANISM</span>
</mark>
 , depending on the severity of the 
<mark class=""entity"" style=""background: $((ORGANISM)); padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    patient
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; text-transform: uppercase; vertical-align: middle; margin-left: 0.5rem"">ORGANISM</span>
</mark>
 's pain , the presence of other symptoms or comorbidities , and the degree of functional impairment .</div>"
"The management of fibromyalgia includes the identification and treatment of all pain sources that may be present in addition to fibromyalgia , such as peripheral pain generators ( e.g. , comorbid osteoarthritis or neuropathic pain ) or visceral pain ( e.g. , comorbid irritable bowel syndrome ) .",Strategies for managing fibromyalgia.,https://pubmed.ncbi.nlm.nih.gov/19962495/,"The presentation of fibromyalgia is heterogeneous, and the treatment approach should be individualized for each patient, depending on the severity of the patient's pain, the presence of other symptoms or comorbidities, and the degree of functional impairment. The management of fibromyalgia includes the identification and treatment of all pain sources that may be present in addition to fibromyalgia, such as peripheral pain generators (e.g., comorbid osteoarthritis or neuropathic pain) or visceral pain (e.g., comorbid irritable bowel syndrome). It is also important to address other symptoms or disorders that commonly occur in patients with fibromyalgia, such as fatigue, sleep disturbances, cognitive impairment, stiffness, and mood or anxiety disorders. Finally, the treatment should strive to improve the patient's function and global health status. In most cases, the management of fibromyalgia involves both pharmacologic and nonpharmacologic treatments. This report provides an in-depth review of randomized, controlled trials for pharmacologic and nonpharmacologic approaches to fibromyalgia therapy.",19962495,2010-01-27,"['Analgesics', 'Antidepressive Agents', 'Hypnotics and Sedatives']","The presentation of fibromyalgia is heterogeneous, and the treatment approach should be individualized for each patient, depending on the severity of the patient's pain, the presence of other symptoms or comorbidities, and the degree of functional impairment. The management of fibromyalgia includes the identification and treatment of all pain sources that may be present in addition to fibromyalgia, such as peripheral pain generators (e.g., comorbid osteoarthritis or neuropathic pain) or visceral pain (e.g., comorbid irritable bowel syndrome). It is also important to address other symptoms or disorders that commonly occur in patients with fibromyalgia, such as fatigue, sleep disturbances, cognitive impairment, stiffness, and mood or anxiety disorders. Finally, the treatment should strive to improve the patient's function and global health status. In most cases, the management of fibromyalgia involves both pharmacologic and nonpharmacologic treatments. This report provides an in-depth review of randomized, controlled trials for pharmacologic and nonpharmacologic approaches to fibromyalgia therapy.","{'Year': '2009', 'Month': 'Dec'}","the management of fibromyalgia includes the identification and treatment of all pain sources that may be present in addition to fibromyalgia , such as peripheral pain generators ( e.g. , comorbid osteoarthritis or neuropathic pain ) or visceral pain ( e.g. , comorbid irritable bowel syndrome ) .","<div class=""entities"" style=""line-height: 2.5; direction: ltr"">the management of fibromyalgia includes the identification and treatment of all pain sources that may be present in addition to fibromyalgia , such as peripheral pain generators ( e.g. , comorbid osteoarthritis or neuropathic pain ) or 
<mark class=""entity"" style=""background: $((ORGANISM_SUBDIVISION)); padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    visceral
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; text-transform: uppercase; vertical-align: middle; margin-left: 0.5rem"">ORGANISM_SUBDIVISION</span>
</mark>
 pain ( e.g. , comorbid irritable 
<mark class=""entity"" style=""background: $((ORGAN)); padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    bowel
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; text-transform: uppercase; vertical-align: middle; margin-left: 0.5rem"">ORGAN</span>
</mark>
 syndrome ) .</div>"
[ Multicomponent therapy for treatment of fibromyalgia syndrome ] .,[Multicomponent therapy for treatment of fibromyalgia syndrome].,https://pubmed.ncbi.nlm.nih.gov/18463898/,[Multicomponent therapy for treatment of fibromyalgia syndrome]. A guideline for the treatment of fibromyalgia syndrome (FMS) was developed in cooperation with 10 German medical and psychological associations and 2 patient self-help groups.,18463898,2008-09-26,,A guideline for the treatment of fibromyalgia syndrome (FMS) was developed in cooperation with 10 German medical and psychological associations and 2 patient self-help groups.,"{'Year': '2008', 'Month': 'Jun'}",[ multicomponent therapy for treatment of fibromyalgia syndrome ] .,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">[ multicomponent therapy for treatment of fibromyalgia syndrome ] .</div>"
A guideline for the treatment of fibromyalgia syndrome ( FMS ) was developed in cooperation with 10 German medical and psychological associations and 2 patient self-help groups .,[Multicomponent therapy for treatment of fibromyalgia syndrome].,https://pubmed.ncbi.nlm.nih.gov/18463898/,A guideline for the treatment of fibromyalgia syndrome (FMS) was developed in cooperation with 10 German medical and psychological associations and 2 patient self-help groups.,18463898,2008-09-26,,A guideline for the treatment of fibromyalgia syndrome (FMS) was developed in cooperation with 10 German medical and psychological associations and 2 patient self-help groups.,"{'Year': '2008', 'Month': 'Jun'}",a guideline for the treatment of fibromyalgia syndrome ( fms ) was developed in cooperation with 10 german medical and psychological associations and 2 patient self-help groups .,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">a guideline for the treatment of fibromyalgia syndrome ( fms ) was developed in cooperation with 10 german medical and psychological associations and 2 
<mark class=""entity"" style=""background: $((ORGANISM)); padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    patient
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; text-transform: uppercase; vertical-align: middle; margin-left: 0.5rem"">ORGANISM</span>
</mark>
 self-help groups .</div>"
Cognitive behavioral treatment of fibromyalgia syndrome : preliminary findings .,Cognitive behavioral treatment of fibromyalgia syndrome: preliminary findings.,https://pubmed.ncbi.nlm.nih.gov/1556709/,"Cognitive behavioral treatment of fibromyalgia syndrome: preliminary findings. We used a simple quasiexperimental design to assess the efficacy of an inpatient cognitive-behavioral treatment program for persons with fibromyalgia syndrome (FS). Twenty-five participants were assessed on 3 occasions: (1) about 5 months before admission to the program, (2) on admission and (3) at discharge. In addition, the dependent variables (pain response measures) were divided into ""target"" (expected to change with treatment) and ""nontarget"" (not expected to change) to assess potential demand characteristics. Our results showed that, whereas no changes occurred in either target or nontarget variables between the initial assessment and admission, consistent changes were observed only in target variables between admission and discharge. Our data provide preliminary support for cognitive-behavioral treatment for FS.",1556709,1992-05-07,"['Analgesics', 'Antidepressive Agents']","We used a simple quasiexperimental design to assess the efficacy of an inpatient cognitive-behavioral treatment program for persons with fibromyalgia syndrome (FS). Twenty-five participants were assessed on 3 occasions: (1) about 5 months before admission to the program, (2) on admission and (3) at discharge. In addition, the dependent variables (pain response measures) were divided into ""target"" (expected to change with treatment) and ""nontarget"" (not expected to change) to assess potential demand characteristics. Our results showed that, whereas no changes occurred in either target or nontarget variables between the initial assessment and admission, consistent changes were observed only in target variables between admission and discharge. Our data provide preliminary support for cognitive-behavioral treatment for FS.","{'Year': '1992', 'Month': 'Jan'}",cognitive behavioral treatment of fibromyalgia syndrome : preliminary findings .,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">cognitive behavioral treatment of fibromyalgia syndrome : preliminary findings .</div>"
We used a simple quasiexperimental design to assess the efficacy of an inpatient cognitive-behavioral treatment program for persons with fibromyalgia syndrome ( FS ) .,Cognitive behavioral treatment of fibromyalgia syndrome: preliminary findings.,https://pubmed.ncbi.nlm.nih.gov/1556709/,"We used a simple quasiexperimental design to assess the efficacy of an inpatient cognitive-behavioral treatment program for persons with fibromyalgia syndrome (FS). Twenty-five participants were assessed on 3 occasions: (1) about 5 months before admission to the program, (2) on admission and (3) at discharge. In addition, the dependent variables (pain response measures) were divided into ""target"" (expected to change with treatment) and ""nontarget"" (not expected to change) to assess potential demand characteristics. Our results showed that, whereas no changes occurred in either target or nontarget variables between the initial assessment and admission, consistent changes were observed only in target variables between admission and discharge. Our data provide preliminary support for cognitive-behavioral treatment for FS.",1556709,1992-05-07,"['Analgesics', 'Antidepressive Agents']","We used a simple quasiexperimental design to assess the efficacy of an inpatient cognitive-behavioral treatment program for persons with fibromyalgia syndrome (FS). Twenty-five participants were assessed on 3 occasions: (1) about 5 months before admission to the program, (2) on admission and (3) at discharge. In addition, the dependent variables (pain response measures) were divided into ""target"" (expected to change with treatment) and ""nontarget"" (not expected to change) to assess potential demand characteristics. Our results showed that, whereas no changes occurred in either target or nontarget variables between the initial assessment and admission, consistent changes were observed only in target variables between admission and discharge. Our data provide preliminary support for cognitive-behavioral treatment for FS.","{'Year': '1992', 'Month': 'Jan'}",we used a simple quasiexperimental design to assess the efficacy of an inpatient cognitive-behavioral treatment program for persons with fibromyalgia syndrome ( fs ) .,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">we used a simple quasiexperimental design to assess the efficacy of an inpatient cognitive-behavioral treatment program for 
<mark class=""entity"" style=""background: $((ORGANISM)); padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    persons
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; text-transform: uppercase; vertical-align: middle; margin-left: 0.5rem"">ORGANISM</span>
</mark>
 with fibromyalgia syndrome ( fs ) .</div>"
Including a range of outcome targets offers a broader view of fibromyalgia treatment outcome : results from a retrospective review of multidisciplinary treatment .,Including a range of outcome targets offers a broader view of fibromyalgia treatment outcome: results from a retrospective review of multidisciplinary treatment.,https://pubmed.ncbi.nlm.nih.gov/23878014/,Including a range of outcome targets offers a broader view of fibromyalgia treatment outcome: results from a retrospective review of multidisciplinary treatment. Fibromyalgia is associated with substantial functional disability. Current drug and non-drug treatments result in statistically significant but numerically small improvements in typical numeric measures of pain severity and fibromyalgia impact.,23878014,2015-01-20,,Fibromyalgia is associated with substantial functional disability. Current drug and non-drug treatments result in statistically significant but numerically small improvements in typical numeric measures of pain severity and fibromyalgia impact.,"{'Year': '2014', 'Month': 'Jun'}",including a range of outcome targets offers a broader view of fibromyalgia treatment outcome : results from a retrospective review of multidisciplinary treatment .,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">including a range of outcome targets offers a broader view of fibromyalgia treatment outcome : results from a retrospective review of multidisciplinary treatment .</div>"
The aim of the present study was to evaluate additional measures of pain severity and functional outcome that might be affected by fibromyalgia treatment .,Including a range of outcome targets offers a broader view of fibromyalgia treatment outcome: results from a retrospective review of multidisciplinary treatment.,https://pubmed.ncbi.nlm.nih.gov/23878014/,The aim of the present study was to evaluate additional measures of pain severity and functional outcome that might be affected by fibromyalgia treatment.,23878014,2015-01-20,,Fibromyalgia is associated with substantial functional disability. Current drug and non-drug treatments result in statistically significant but numerically small improvements in typical numeric measures of pain severity and fibromyalgia impact.,"{'Year': '2014', 'Month': 'Jun'}",the aim of the present study was to evaluate additional measures of pain severity and functional outcome that might be affected by fibromyalgia treatment .,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">the aim of the present study was to evaluate additional measures of pain severity and functional outcome that might be affected by fibromyalgia treatment .</div>"
"As fibromyalgia research continues to progress , it is expected that the pathophysiology of this disorder will be further elucidated , leading to more rational and targeted strategies for the treatment of patients with this condition .",Pathophysiology of fibromyalgia.,https://pubmed.ncbi.nlm.nih.gov/19962493/,"This article reviews the biologic, genetic, and environmental factors that may contribute to the pathophysiology of fibromyalgia. As an affective spectrum disorder, fibromyalgia may share these causal factors with a number of related and co-occurring pain conditions, such as irritable bowel syndrome or temporomandibular disorder. There is strong evidence that cardinal pain symptoms of fibromyalgia may be due to alterations in central processing of sensory input, along with aberrations in the endogenous inhibition of pain. Genetic research has shown familial aggregation of fibromyalgia and other related disorders such as major depressive disorder. Exposure to physical or psychosocial stressors, as well as abnormal biologic responses in the autonomic nervous system and neuroendocrine responses, may also contribute to dysfunctional pain processing. As fibromyalgia research continues to progress, it is expected that the pathophysiology of this disorder will be further elucidated, leading to more rational and targeted strategies for the treatment of patients with this condition.",19962493,2010-01-27,,"This article reviews the biologic, genetic, and environmental factors that may contribute to the pathophysiology of fibromyalgia. As an affective spectrum disorder, fibromyalgia may share these causal factors with a number of related and co-occurring pain conditions, such as irritable bowel syndrome or temporomandibular disorder. There is strong evidence that cardinal pain symptoms of fibromyalgia may be due to alterations in central processing of sensory input, along with aberrations in the endogenous inhibition of pain. Genetic research has shown familial aggregation of fibromyalgia and other related disorders such as major depressive disorder. Exposure to physical or psychosocial stressors, as well as abnormal biologic responses in the autonomic nervous system and neuroendocrine responses, may also contribute to dysfunctional pain processing. As fibromyalgia research continues to progress, it is expected that the pathophysiology of this disorder will be further elucidated, leading to more rational and targeted strategies for the treatment of patients with this condition.","{'Year': '2009', 'Month': 'Dec'}","as fibromyalgia research continues to progress , it is expected that the pathophysiology of this disorder will be further elucidated , leading to more rational and targeted strategies for the treatment of patients with this condition .","<div class=""entities"" style=""line-height: 2.5; direction: ltr"">as fibromyalgia research continues to progress , it is expected that the pathophysiology of this disorder will be further elucidated , leading to more rational and targeted strategies for the treatment of 
<mark class=""entity"" style=""background: $((ORGANISM)); padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    patients
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; text-transform: uppercase; vertical-align: middle; margin-left: 0.5rem"">ORGANISM</span>
</mark>
 with this condition .</div>"
Zopiclone in the treatment of sleep abnormalities in fibromyalgia .,Zopiclone in the treatment of sleep abnormalities in fibromyalgia.,https://pubmed.ncbi.nlm.nih.gov/1925417/,"Zopiclone in the treatment of sleep abnormalities in fibromyalgia. The clinical and polysomnographical effects of zopiclone were evaluated in 41 patients with fibromyalgia in a double blind controlled study. A significant improvement was observed regarding tiredness during the day and subjective sleep complaints, but no effects on pain or stiffness were observed. The sleep structure remained unchanged during treatment. Zopiclone seems to be of value in treating the sleep complaints in patients with fibromyalgia.",1925417,1991-10-29,"['Azabicyclo Compounds', 'Hypnotics and Sedatives', 'Piperazines', 'zopiclone']","The clinical and polysomnographical effects of zopiclone were evaluated in 41 patients with fibromyalgia in a double blind controlled study. A significant improvement was observed regarding tiredness during the day and subjective sleep complaints, but no effects on pain or stiffness were observed. The sleep structure remained unchanged during treatment. Zopiclone seems to be of value in treating the sleep complaints in patients with fibromyalgia.",{'Year': '1991'},zopiclone in the treatment of sleep abnormalities in fibromyalgia .,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">
<mark class=""entity"" style=""background: $((SIMPLE_CHEMICAL)); padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    zopiclone
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; text-transform: uppercase; vertical-align: middle; margin-left: 0.5rem"">SIMPLE_CHEMICAL</span>
</mark>
 in the treatment of sleep abnormalities in fibromyalgia .</div>"
Only few controlled studies were found supporting in part the effectiveness of CAM therapies in the treatment of fibromyalgia syndrome .,[Alternative and complementary therapies in fibromyalgia syndrome].,https://pubmed.ncbi.nlm.nih.gov/18463899/,"Only few controlled studies were found supporting in part the effectiveness of CAM therapies in the treatment of fibromyalgia syndrome. Due to the lack of information on long term efficacy and cost-effectiveness, only limited recommendations for CAM therapies can be given.",18463899,2008-09-26,,"Interdisciplinary S3 level guidelines were devised in cooperation with 8 medical, 2 psychological and 2 patient support groups. Results were elaborated in a multilevel group process.","{'Year': '2008', 'Month': 'Jun'}",only few controlled studies were found supporting in part the effectiveness of cam therapies in the treatment of fibromyalgia syndrome .,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">only few controlled studies were found supporting in part the effectiveness of cam therapies in the treatment of fibromyalgia syndrome .</div>"
A high percentage of the torture victims in our study suffered from fibromyalgia prior to treatment .,Treatment of torture victims--a longitudinal clinical study.,https://pubmed.ncbi.nlm.nih.gov/17456902/,"A high percentage of the torture victims in our study suffered from fibromyalgia prior to treatment. A multidisciplinary treatment involving individualised physiotherapy and psychotherapy had a significant effect on musculoskeletal pain in torture victims. Following nine months of treatment, only one torture victim in our study could be classified as suffering from fibromyalgia when applying the fibrositis index.",17456902,2007-07-19,,To look at the effect of physiotherapy as part of the multidisciplinary treatment of torture victims.,{'Year': '2007'},a high percentage of the torture victims in our study suffered from fibromyalgia prior to treatment .,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">a high percentage of the torture victims in our study suffered from fibromyalgia prior to treatment .</div>"
"Following nine months of treatment , only one torture victim in our study could be classified as suffering from fibromyalgia when applying the fibrositis index .",Treatment of torture victims--a longitudinal clinical study.,https://pubmed.ncbi.nlm.nih.gov/17456902/,"A high percentage of the torture victims in our study suffered from fibromyalgia prior to treatment. A multidisciplinary treatment involving individualised physiotherapy and psychotherapy had a significant effect on musculoskeletal pain in torture victims. Following nine months of treatment, only one torture victim in our study could be classified as suffering from fibromyalgia when applying the fibrositis index.",17456902,2007-07-19,,To look at the effect of physiotherapy as part of the multidisciplinary treatment of torture victims.,{'Year': '2007'},"following nine months of treatment , only one torture victim in our study could be classified as suffering from fibromyalgia when applying the fibrositis index .","<div class=""entities"" style=""line-height: 2.5; direction: ltr"">following nine months of treatment , only one torture victim in our study could be classified as suffering from fibromyalgia when applying the fibrositis index .</div>"
